# ANI ranges report for assembly: GCA_000739375.1
# Submitted organism: Comamonas testosteroni TK102 (taxid = 1392005, rank = no rank, lineage = Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Comamonadaceae; Comamonas)
# Submitted Organism Has Type Assembly: Yes
# Best match: Comamonas brasiliensis (taxid = 1812482, rank = species, lineage = Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Comamonadaceae; Comamonas)
# Status: MISASSIGNED
# Confidence: HIGH
# Recommended actions legend:
#     - (dash) - No action, query nucleotide is not contaminated
#     S        - query nucleotide range is contaminated from within the same genus and could be considered for trimming, but it is still a valid component of assembly after trimming
#     T        - query nucleotide range is contaminated and needs to be trimmed, but it is still a valid component of assembly after trimming
#recommended_action	input_sequence_identifier	input_sequence_type	sequence_start	sequence_stop	sequence_length	typestrain_sequence	typestrain_sequence_start	typestrain_sequence_stop	typestrain_assembly_accession	typestrain_organism	ANI_this_region	ANI_threshold	%_query_coverage
S	CP006704.1	CIRCULAR	4623598	4633992	6062703	JAANES010000007.1	45399	55798	GCA_018292285.1	Comamonas brasiliensis	96.9953	96	0.171458
S	CP006704.1	CIRCULAR	4633993	4634169	6062703	LIOM01000016.1	11234	11410	GCA_001418295.1	Comamonas thiooxydans	80.663	96	0.00291949
S	CP006704.1	CIRCULAR	4642804	4643418	6062703	LIOM01000003.1	555638	556234	GCA_001418295.1	Comamonas thiooxydans	86.7099	96	0.010144
S	CP006704.1	CIRCULAR	4643424	4644275	6062703	LIOM01000014.1	6930	7788	GCA_001418295.1	Comamonas thiooxydans	90.0693	96	0.0140531
-	CP006704.1	CIRCULAR	4644276	4645093	6062703	UFXL01000001.1	2131579	2132398	GCA_900461225.1	Comamonas testosteroni	89.4161	96	0.0134923
S	CP006704.1	CIRCULAR	4645094	4646023	6062703	LIOM01000012.1	138222	139154	GCA_001418295.1	Comamonas thiooxydans	88.9722	96	0.0153397
S	CP006704.1	CIRCULAR	4647361	4647746	6062703	CP125947.1	3422392	3422777	GCA_030064165.1	Comamonas resistens	91.7098	96	0.0063668
S	CP006704.1	CIRCULAR	4647747	4648298	6062703	JABBCQ020000048.1	1029	1588	GCA_012844455.2	Comamonas suwonensis	85.1064	96	0.00910485
S	CP006704.1	CIRCULAR	4658841	4659614	6062703	CBCSIW010000002.1	123069	123842	GCA_965139575.1	Comamonas aquatilis	82.4289	96	0.0127666
T	CP006704.1	CIRCULAR	4661046	4661356	6062703	JBHSIH010000001.1	6446930	6447241	GCA_042653485.1	Delftia deserti	93.5897	96	0.00512973
T	CP006704.1	CIRCULAR	4665088	4671049	6062703	JQKD01000005.1	228596	234564	GCA_000745855.1	Xenophilus azovorans	80.2069	96	0.098339
T	CP006704.1	CIRCULAR	4672171	4676317	6062703	JQKD01000005.1	277508	281660	GCA_000745855.1	Xenophilus azovorans	85.3981	96	0.0684018
T	CP006704.1	CIRCULAR	4678317	4681945	6062703	JQKD01000005.1	283667	287302	GCA_000745855.1	Xenophilus azovorans	84.0285	96	0.0598578
S	CP006704.1	CIRCULAR	4682213	4682313	6062703	CP125947.1	499069	499169	GCA_030064165.1	Comamonas resistens	95.0495	96	0.00166592
-	CP006704.1	CIRCULAR	4683126	4687672	6062703	UFXL01000001.1	1962234	1966783	GCA_900461225.1	Comamonas testosteroni	91.0667	96	0.0749996
S	CP006704.1	CIRCULAR	4687673	4690458	6062703	LIOM01000016.1	26324	29100	GCA_001418295.1	Comamonas thiooxydans	86.5657	96	0.0459531
S	CP006704.1	CIRCULAR	4690459	4690749	6062703	LIOM01000020.1	35192	35492	GCA_001418295.1	Comamonas thiooxydans	86.5657	96	0.00479984
S	CP006704.1	CIRCULAR	4695710	4696454	6062703	CP125947.1	3170138	3170870	GCA_030064165.1	Comamonas resistens	87.4163	96	0.0122882
S	CP006704.1	CIRCULAR	4696455	4696646	6062703	BBVD01000017.1	351	549	GCA_000964545.1	Comamonas thiooxydans	93.5	96	0.0031669
S	CP006704.1	CIRCULAR	4696647	4697412	6062703	CP125947.1	3171063	3171813	GCA_030064165.1	Comamonas resistens	92.6893	96	0.0126346
S	CP006704.1	CIRCULAR	4772351	4772498	6062703	LIOM01000003.1	531030	531177	GCA_001418295.1	Comamonas thiooxydans	95.2703	96	0.00244116
S	CP006704.1	CIRCULAR	4778304	4778426	6062703	JABBCQ020000045.1	16	138	GCA_012844455.2	Comamonas suwonensis	96.748	96	0.0020288
S	CP006704.1	CIRCULAR	4778441	4778568	6062703	JABBCQ020000033.1	15	142	GCA_012844455.2	Comamonas suwonensis	96.875	96	0.00211127
S	CP006704.1	CIRCULAR	4778930	4784665	6062703	LIOM01000016.1	48664	54399	GCA_001418295.1	Comamonas thiooxydans	94.4212	96	0.0946113
-	CP006704.1	CIRCULAR	4785173	4786375	6062703	UFXL01000001.1	1967053	1968243	GCA_900461225.1	Comamonas testosteroni	93.9318	96	0.0198426
-	CP006704.1	CIRCULAR	4788822	4789643	6062703	UFXL01000001.1	4539804	4540635	GCA_900461225.1	Comamonas testosteroni	93.0456	96	0.0135583
S	CP006704.1	CIRCULAR	4798069	4804887	6062703	CBCSIW010000013.1	104831	111649	GCA_965139575.1	Comamonas aquatilis	88.8239	96	0.112475
S	CP006704.1	CIRCULAR	4812617	4817003	6062703	JAANES010000007.1	23985	28371	GCA_018292285.1	Comamonas brasiliensis	95.3965	96	0.0723605
S	CP006704.1	CIRCULAR	4824616	4837134	6062703	JAANES010000007.1	9120	21639	GCA_018292285.1	Comamonas brasiliensis	96.0897	96	0.206492
-	CP006704.1	CIRCULAR	4837232	4843880	6062703	UFXL01000001.1	4569354	4576021	GCA_900461225.1	Comamonas testosteroni	92.7107	96	0.109671
-	CP006704.1	CIRCULAR	4843881	4844020	6062703	BBJZ01000042.1	10015	10154	GCA_000740035.1	Comamonas testosteroni	96.4286	96	0.0023092
-	CP006704.1	CIRCULAR	4844021	4844417	6062703	UFXL01000001.1	4576162	4576558	GCA_900461225.1	Comamonas testosteroni	96.2217	96	0.00654823
S	CP006704.1	CIRCULAR	4844418	4848106	6062703	JAANES010000002.1	1748	5452	GCA_018292285.1	Comamonas brasiliensis	97.139	96	0.0608474
-	CP006704.1	CIRCULAR	4848107	4848319	6062703	UFXL01000001.1	4580235	4580418	GCA_900461225.1	Comamonas testosteroni	82.7907	96	0.00351328
S	CP006704.1	CIRCULAR	4848320	4850396	6062703	JAANES010000002.1	5491	7567	GCA_018292285.1	Comamonas brasiliensis	97.2075	96	0.0342586
-	CP006704.1	CIRCULAR	4850397	4850572	6062703	UFXL01000001.1	4582496	4582678	GCA_900461225.1	Comamonas testosteroni	84.8649	96	0.002903
S	CP006704.1	CIRCULAR	4850573	4870873	6062703	JAANES010000002.1	7626	27891	GCA_018292285.1	Comamonas brasiliensis	96.3826	96	0.334851
-	CP006704.1	CIRCULAR	4870874	4871024	6062703	UFXL01000001.1	4603009	4603159	GCA_900461225.1	Comamonas testosteroni	86.755	96	0.00249064
T	CP006704.1	CIRCULAR	4871080	4871236	6062703	JBHSIH010000001.1	4873587	4873745	GCA_042653485.1	Delftia deserti	94.9686	96	0.0025896
T	CP006704.1	CIRCULAR	4871259	4872650	6062703	JBHSIH010000001.1	2162013	2163438	GCA_042653485.1	Delftia deserti	94.0434	96	0.0229601
S	CP006704.1	CIRCULAR	4873419	4878347	6062703	JAANES010000002.1	27892	32820	GCA_018292285.1	Comamonas brasiliensis	96.9371	96	0.0813004
S	CP006704.1	CIRCULAR	4878436	4883035	6062703	JAANES010000002.1	32821	37419	GCA_018292285.1	Comamonas brasiliensis	97.0441	96	0.0758737
-	CP006704.1	CIRCULAR	4883036	4883159	6062703	UFXL01000001.1	4614396	4614527	GCA_900461225.1	Comamonas testosteroni	62.7737	96	0.00204529
S	CP006704.1	CIRCULAR	4883160	4911406	6062703	JAANES010000002.1	37531	65807	GCA_018292285.1	Comamonas brasiliensis	96.9702	96	0.465914
S	CP006704.1	CIRCULAR	4911407	4911571	6062703	LIOM01000010.1	81906	82070	GCA_001418295.1	Comamonas thiooxydans	98.1818	96	0.00272156
S	CP006704.1	CIRCULAR	4911572	4925905	6062703	JAANES010000002.1	65810	80156	GCA_018292285.1	Comamonas brasiliensis	97.3237	96	0.236429
S	CP006704.1	CIRCULAR	4926628	4942490	6062703	JAANES010000002.1	81096	96971	GCA_018292285.1	Comamonas brasiliensis	96.0866	96	0.261649
S	CP006704.1	CIRCULAR	4942646	4947465	6062703	JAANES010000002.1	97022	101839	GCA_018292285.1	Comamonas brasiliensis	95.4159	96	0.0795025
-	CP006704.1	CIRCULAR	4947466	4957701	6062703	UFXL01000001.1	4671001	4681262	GCA_900461225.1	Comamonas testosteroni	92.9432	96	0.168836
S	CP006704.1	CIRCULAR	4957891	4960545	6062703	JAANES010000002.1	112094	114757	GCA_018292285.1	Comamonas brasiliensis	96.3616	96	0.0437923
-	CP006704.1	CIRCULAR	4960618	4961687	6062703	UFXL01000001.1	4684047	4685128	GCA_900461225.1	Comamonas testosteroni	92.5903	96	0.0176489
-	CP006704.1	CIRCULAR	4961688	4963839	6062703	UFXL01000001.1	4685228	4687378	GCA_900461225.1	Comamonas testosteroni	92.5903	96	0.0354957
-	CP006704.1	CIRCULAR	4963845	4965958	6062703	UFXL01000001.1	4687696	4689813	GCA_900461225.1	Comamonas testosteroni	94.1866	96	0.0348689
S	CP006704.1	CIRCULAR	4965959	4970136	6062703	JAANES010000002.1	120251	124430	GCA_018292285.1	Comamonas brasiliensis	96.4841	96	0.0689132
-	CP006704.1	CIRCULAR	4970149	4974999	6062703	UFXL01000001.1	4694060	4698908	GCA_900461225.1	Comamonas testosteroni	91.6255	96	0.0800138
-	CP006704.1	CIRCULAR	4975001	4981458	6062703	UFXL01000001.1	4698998	4705459	GCA_900461225.1	Comamonas testosteroni	93.7423	96	0.10652
S	CP006704.1	CIRCULAR	4981459	4996756	6062703	JAANES010000002.1	135798	151099	GCA_018292285.1	Comamonas brasiliensis	96.3495	96	0.25233
S	CP006704.1	CIRCULAR	4996816	4996915	6062703	CP125947.1	4166228	4166326	GCA_030064165.1	Comamonas resistens	83.1683	96	0.00164943
S	CP006704.1	CIRCULAR	4996916	5003083	6062703	JAANES010000002.1	151100	157250	GCA_018292285.1	Comamonas brasiliensis	95.8516	96	0.101737
-	CP006704.1	CIRCULAR	5003084	5008482	6062703	AHIL01000042.1	7189	12587	GCA_000241525.2	Comamonas testosteroni	96.0733	96	0.0890527
S	CP006704.1	CIRCULAR	5008483	5008703	6062703	JAANES010000002.1	162650	162870	GCA_018292285.1	Comamonas brasiliensis	98.19	96	0.00364524
S	CP006704.1	CIRCULAR	5008782	5054533	6062703	JAANES010000002.1	162871	208621	GCA_018292285.1	Comamonas brasiliensis	96.5494	96	0.754647
S	CP006704.1	CIRCULAR	5054534	5055357	6062703	JAANES010000002.1	247205	248026	GCA_018292285.1	Comamonas brasiliensis	96.5494	96	0.0135913
S	CP006704.1	CIRCULAR	5055377	5064614	6062703	JAANES010000002.1	248686	257885	GCA_018292285.1	Comamonas brasiliensis	93.9637	96	0.152374
S	CP006704.1	CIRCULAR	5065751	5070512	6062703	JAANES010000002.1	259215	263977	GCA_018292285.1	Comamonas brasiliensis	93.2815	96	0.0785458
S	CP006704.1	CIRCULAR	5070765	5080103	6062703	JAANES010000002.1	263978	273308	GCA_018292285.1	Comamonas brasiliensis	94.0396	96	0.15404
S	CP006704.1	CIRCULAR	5083944	5084525	6062703	JAANES010000002.1	276781	277347	GCA_018292285.1	Comamonas brasiliensis	88.3162	96	0.00959968
S	CP006704.1	CIRCULAR	5085704	5086880	6062703	JAANES010000002.1	278415	279592	GCA_018292285.1	Comamonas brasiliensis	94.0678	96	0.0194138
S	CP006704.1	CIRCULAR	5086895	5087094	6062703	JAANES010000002.1	279940	280139	GCA_018292285.1	Comamonas brasiliensis	92	96	0.00329886
S	CP006704.1	CIRCULAR	5087095	5087557	6062703	CP066783.1	3545560	3546028	GCA_019186805.1	Comamonas fluminis	78.8136	96	0.00763686
S	CP006704.1	CIRCULAR	5087558	5089571	6062703	JABBCQ020000015.1	1824	3813	GCA_012844455.2	Comamonas suwonensis	83.4404	96	0.0332195
S	CP006704.1	CIRCULAR	5089572	5090105	6062703	JAANES010000002.1	282755	283288	GCA_018292285.1	Comamonas brasiliensis	94	96	0.00880795
S	CP006704.1	CIRCULAR	5090106	5091966	6062703	JAANES010000002.1	283663	285523	GCA_018292285.1	Comamonas brasiliensis	94	96	0.0306959
S	CP006704.1	CIRCULAR	5093969	5098711	6062703	JAANES010000002.1	286694	291429	GCA_018292285.1	Comamonas brasiliensis	92.4769	96	0.0782324
-	CP006704.1	CIRCULAR	5098712	5104607	6062703	UFXL01000001.1	4813422	4819315	GCA_900461225.1	Comamonas testosteroni	89.1883	96	0.0972504
S	CP006704.1	CIRCULAR	5104608	5105139	6062703	JAANES010000002.1	297326	297872	GCA_018292285.1	Comamonas brasiliensis	92.3497	96	0.00877496
-	CP006704.1	CIRCULAR	5105140	5117023	6062703	UFXL01000001.1	4819964	4831855	GCA_900461225.1	Comamonas testosteroni	88.754	96	0.196018
S	CP006704.1	CIRCULAR	5117024	5117305	6062703	JAANES010000002.1	309761	310042	GCA_018292285.1	Comamonas brasiliensis	97.5177	96	0.00465139
-	CP006704.1	CIRCULAR	5117306	5129142	6062703	UFXL01000001.1	4832159	4843982	GCA_900461225.1	Comamonas testosteroni	93.2326	96	0.195243
S	CP006704.1	CIRCULAR	5129143	5141821	6062703	JAANES010000002.1	321960	334623	GCA_018292285.1	Comamonas brasiliensis	96.2023	96	0.209131
-	CP006704.1	CIRCULAR	5141822	5147283	6062703	UFXL01000001.1	4858284	4863746	GCA_900461225.1	Comamonas testosteroni	91.8934	96	0.0900918
S	CP006704.1	CIRCULAR	5147610	5148111	6062703	JBFYGN010000010.1	60323	60821	GCA_041079535.1	Comamonas guangdongensis	86.9048	96	0.00828014
S	CP006704.1	CIRCULAR	5149803	5150235	6062703	JAANES010000002.1	351311	351737	GCA_018292285.1	Comamonas brasiliensis	83.4862	96	0.00714203
-	CP006704.1	CIRCULAR	5150236	5153704	6062703	UFXL01000001.1	4866668	4870142	GCA_900461225.1	Comamonas testosteroni	89.1061	96	0.0572187
S	CP006704.1	CIRCULAR	5153892	5171243	6062703	JAANES010000002.1	357476	374822	GCA_018292285.1	Comamonas brasiliensis	96.2134	96	0.286209
-	CP006704.1	CIRCULAR	5171256	5179437	6062703	UFXL01000001.1	4911614	4919827	GCA_900461225.1	Comamonas testosteroni	92.2749	96	0.134956
S	CP006704.1	CIRCULAR	5179438	5191464	6062703	JAANES010000002.1	388935	400989	GCA_018292285.1	Comamonas brasiliensis	97.0169	96	0.198377
-	CP006704.1	CIRCULAR	5191465	5192010	6062703	UFXL01000001.1	4931808	4932365	GCA_900461225.1	Comamonas testosteroni	88.5918	96	0.00900588
S	CP006704.1	CIRCULAR	5192011	5210598	6062703	JAANES010000002.1	400990	419562	GCA_018292285.1	Comamonas brasiliensis	96.7491	96	0.306596
-	CP006704.1	CIRCULAR	5210599	5213965	6062703	UFXL01000001.1	4951046	4954449	GCA_900461225.1	Comamonas testosteroni	91.2178	96	0.0555363
S	CP006704.1	CIRCULAR	5213966	5247644	6062703	JAANES010000002.1	421949	455616	GCA_018292285.1	Comamonas brasiliensis	96.8337	96	0.555511
-	CP006704.1	CIRCULAR	5247645	5247769	6062703	UFXL01000001.1	4988164	4988288	GCA_900461225.1	Comamonas testosteroni	97.6	96	0.00206179
S	CP006704.1	CIRCULAR	5247770	5255049	6062703	JAANES010000002.1	455659	462939	GCA_018292285.1	Comamonas brasiliensis	97.1986	96	0.120078
S	CP006704.1	CIRCULAR	5255051	5255322	6062703	CP125947.1	5078828	5079098	GCA_030064165.1	Comamonas resistens	95.9559	96	0.00448645
-	CP006704.1	CIRCULAR	5255323	5267316	6062703	UFXL01000001.1	4995574	5007557	GCA_900461225.1	Comamonas testosteroni	96.1593	96	0.197833
S	CP006704.1	CIRCULAR	5267588	5273609	6062703	CP125947.1	2957974	2964000	GCA_030064165.1	Comamonas resistens	81.1925	96	0.0993286
-	CP006704.1	CIRCULAR	5273783	5277171	6062703	UFXL01000001.1	5007821	5011209	GCA_900461225.1	Comamonas testosteroni	91.5954	96	0.0558992
S	CP006704.1	CIRCULAR	5277172	5280510	6062703	JAANES010000002.1	478483	481766	GCA_018292285.1	Comamonas brasiliensis	79.4561	96	0.0550744
S	CP006704.1	CIRCULAR	5280511	5281824	6062703	CP125947.1	4400448	4401743	GCA_030064165.1	Comamonas resistens	89.7338	96	0.0216735
S	CP006704.1	CIRCULAR	5281825	5282064	6062703	JAANES010000002.1	483060	483299	GCA_018292285.1	Comamonas brasiliensis	67.8862	96	0.00395863
-	CP006704.1	CIRCULAR	5282065	5289576	6062703	UFXL01000001.1	5015892	5023411	GCA_900461225.1	Comamonas testosteroni	94.7271	96	0.123905
-	CP006704.1	CIRCULAR	5290208	5291899	6062703	UFXL01000001.1	5023963	5025654	GCA_900461225.1	Comamonas testosteroni	96.456	96	0.0279083
S	CP006704.1	CIRCULAR	5291900	5294903	6062703	JAANES010000002.1	493043	496046	GCA_018292285.1	Comamonas brasiliensis	96.5058	96	0.0495489
-	CP006704.1	CIRCULAR	5294904	5295049	6062703	UFXL01000001.1	5039201	5039346	GCA_900461225.1	Comamonas testosteroni	100	96	0.00240817
S	CP006704.1	CIRCULAR	5295050	5302354	6062703	JAANES010000002.1	496074	503378	GCA_018292285.1	Comamonas brasiliensis	98.0838	96	0.120491
-	CP006704.1	CIRCULAR	5302355	5302610	6062703	UFXL01000001.1	5046652	5046907	GCA_900461225.1	Comamonas testosteroni	96.4844	96	0.00422254
S	CP006704.1	CIRCULAR	5302611	5312072	6062703	JAANES010000002.1	504858	514296	GCA_018292285.1	Comamonas brasiliensis	97.0302	96	0.156069
S	CP006704.1	CIRCULAR	5312073	5312246	6062703	CBCSIW010000025.1	54326	54499	GCA_965139575.1	Comamonas aquatilis	83.908	96	0.00287001
-	CP006704.1	CIRCULAR	5312247	5314719	6062703	UFXL01000001.1	5056426	5058912	GCA_900461225.1	Comamonas testosteroni	88.9556	96	0.0407904
-	CP006704.1	CIRCULAR	5314784	5314887	6062703	BBJZ01000004.1	26354	26457	GCA_000740035.1	Comamonas testosteroni	92.3077	96	0.00171541
-	CP006704.1	CIRCULAR	5314888	5321350	6062703	UFXL01000001.1	5058913	5065354	GCA_900461225.1	Comamonas testosteroni	95.9771	96	0.106603
S	CP006704.1	CIRCULAR	5321351	5321538	6062703	JAANES010000002.1	523438	523636	GCA_018292285.1	Comamonas brasiliensis	89.9497	96	0.00310093
-	CP006704.1	CIRCULAR	5321539	5329204	6062703	UFXL01000001.1	5065422	5073075	GCA_900461225.1	Comamonas testosteroni	93.4202	96	0.126445
S	CP006704.1	CIRCULAR	5329205	5330184	6062703	JAANES010000002.1	531299	532277	GCA_018292285.1	Comamonas brasiliensis	78.4631	96	0.0161644
S	CP006704.1	CIRCULAR	5330185	5330339	6062703	LIOM01000002.1	309707	309861	GCA_001418295.1	Comamonas thiooxydans	68.7898	96	0.00255662
-	CP006704.1	CIRCULAR	5331972	5332681	6062703	UFXL01000001.1	2014610	2015330	GCA_900461225.1	Comamonas testosteroni	90.9341	96	0.0117109
-	CP006704.1	CIRCULAR	5341414	5354512	6062703	UFXL01000001.1	5092517	5105611	GCA_900461225.1	Comamonas testosteroni	93.6867	96	0.216059
S	CP006704.1	CIRCULAR	5354513	5354713	6062703	JAANES010000002.1	556709	556909	GCA_018292285.1	Comamonas brasiliensis	67.8049	96	0.00331535
-	CP006704.1	CIRCULAR	5354864	5378942	6062703	UFXL01000001.1	5105969	5130059	GCA_900461225.1	Comamonas testosteroni	91.8328	96	0.397166
-	CP006704.1	CIRCULAR	5379032	5380521	6062703	UFXL01000001.1	5130193	5131682	GCA_900461225.1	Comamonas testosteroni	92.2922	96	0.0245765
S	CP006704.1	CIRCULAR	5380522	5380785	6062703	JAANES010000002.1	582762	583025	GCA_018292285.1	Comamonas brasiliensis	96.5909	96	0.00435449
-	CP006704.1	CIRCULAR	5380786	5388925	6062703	UFXL01000001.1	5131775	5139907	GCA_900461225.1	Comamonas testosteroni	94.2079	96	0.134264
S	CP006704.1	CIRCULAR	5388926	5389053	6062703	JAANES010000002.1	591124	591250	GCA_018292285.1	Comamonas brasiliensis	88.2812	96	0.00211127
-	CP006704.1	CIRCULAR	5389054	5395090	6062703	UFXL01000001.1	5140027	5146074	GCA_900461225.1	Comamonas testosteroni	93.6736	96	0.099576
-	CP006704.1	CIRCULAR	5395293	5405258	6062703	UFXL01000001.1	5146075	5156087	GCA_900461225.1	Comamonas testosteroni	96.3359	96	0.164382
S	CP006704.1	CIRCULAR	5405259	5422003	6062703	JAANES010000002.1	607216	623960	GCA_018292285.1	Comamonas brasiliensis	97.1101	96	0.276197
-	CP006704.1	CIRCULAR	5422004	5422106	6062703	UFXL01000001.1	5171678	5171780	GCA_900461225.1	Comamonas testosteroni	92.233	96	0.00169891
S	CP006704.1	CIRCULAR	5422160	5428625	6062703	JAANES010000002.1	623977	630468	GCA_018292285.1	Comamonas brasiliensis	96.0486	96	0.106652
S	CP006704.1	CIRCULAR	5428714	5458400	6062703	JAANES010000002.1	630469	660177	GCA_018292285.1	Comamonas brasiliensis	96.504	96	0.489666
S	CP006704.1	CIRCULAR	5458401	5458503	6062703	LIOM01000002.1	430323	430429	GCA_001418295.1	Comamonas thiooxydans	57.5221	96	0.00169891
-	CP006704.1	CIRCULAR	5458504	5460110	6062703	UFXL01000001.1	5213751	5215353	GCA_900461225.1	Comamonas testosteroni	93.2919	96	0.0265063
S	CP006704.1	CIRCULAR	5460111	5460218	6062703	JABBCQ020000005.1	211620	211726	GCA_012844455.2	Comamonas suwonensis	88.8889	96	0.00178138
S	CP006704.1	CIRCULAR	5460219	5504627	6062703	JAANES010000002.1	661898	706377	GCA_018292285.1	Comamonas brasiliensis	96.7659	96	0.732495
S	CP006704.1	CIRCULAR	5504703	5524443	6062703	JAANES010000002.1	706436	726178	GCA_018292285.1	Comamonas brasiliensis	96.9663	96	0.325614
-	CP006704.1	CIRCULAR	5524448	5524712	6062703	UFXL01000001.1	590170	590434	GCA_900461225.1	Comamonas testosteroni	92.8302	96	0.00437099
S	CP006704.1	CIRCULAR	5524713	5544921	6062703	JAANES010000002.1	726179	746435	GCA_018292285.1	Comamonas brasiliensis	96.2554	96	0.333333
S	CP006704.1	CIRCULAR	5545005	5609081	6062703	JAANES010000002.1	746492	810548	GCA_018292285.1	Comamonas brasiliensis	96.4589	96	1.0569
-	CP006704.1	CIRCULAR	5609082	5609258	6062703	UFXL01000001.1	5364105	5364280	GCA_900461225.1	Comamonas testosteroni	95.4802	96	0.00291949
S	CP006704.1	CIRCULAR	5609259	5613844	6062703	JAANES010000002.1	810555	815139	GCA_018292285.1	Comamonas brasiliensis	97.4488	96	0.0756428
S	CP006704.1	CIRCULAR	5636564	5636862	6062703	JAANES010000002.1	1448	1746	GCA_018292285.1	Comamonas brasiliensis	98.6622	96	0.00493179
S	CP006704.1	CIRCULAR	5637258	5637398	6062703	JAANES010000002.1	908	1052	GCA_018292285.1	Comamonas brasiliensis	66.4474	96	0.0023257
-	CP006704.1	CIRCULAR	5637399	5637571	6062703	AHIL01000034.1	860	1032	GCA_000241525.2	Comamonas testosteroni	95.9538	96	0.00285351
-	CP006704.1	CIRCULAR	5637572	5638253	6062703	BBJZ01000042.1	9161	9842	GCA_000740035.1	Comamonas testosteroni	92.8571	96	0.0112491
T	CP006704.1	CIRCULAR	5639862	5641075	6062703	FONX01000003.1	93836	95049	GCA_900113035.1	Paracidovorax wautersii	88.8066	96	0.0200241
S	CP006704.1	CIRCULAR	5641283	5645733	6062703	JAANES010000002.1	815140	819590	GCA_018292285.1	Comamonas brasiliensis	97.5511	96	0.0734161
-	CP006704.1	CIRCULAR	5645734	5648482	6062703	UFXL01000001.1	5373312	5376059	GCA_900461225.1	Comamonas testosteroni	95.2	96	0.0453428
-	CP006704.1	CIRCULAR	5650307	5660274	6062703	UFXL01000001.1	5377916	5387883	GCA_900461225.1	Comamonas testosteroni	89.6203	96	0.164415
-	CP006704.1	CIRCULAR	5660766	5671451	6062703	UFXL01000001.1	5388414	5399109	GCA_900461225.1	Comamonas testosteroni	92.8698	96	0.176258
S	CP006704.1	CIRCULAR	5671452	5679594	6062703	JAANES010000002.1	843896	852031	GCA_018292285.1	Comamonas brasiliensis	96.0481	96	0.134313
S	CP006704.1	CIRCULAR	5679829	5683615	6062703	JAANES010000002.1	852119	855906	GCA_018292285.1	Comamonas brasiliensis	96.9385	96	0.0624639
-	CP006704.1	CIRCULAR	5683616	5689709	6062703	UFXL01000001.1	5411284	5417377	GCA_900461225.1	Comamonas testosteroni	96.5387	96	0.100516
S	CP006704.1	CIRCULAR	5689710	5713991	6062703	JAANES010000002.1	862002	886291	GCA_018292285.1	Comamonas brasiliensis	96.0815	96	0.400514
-	CP006704.1	CIRCULAR	5714045	5714523	6062703	UFXL01000001.1	5442450	5442928	GCA_900461225.1	Comamonas testosteroni	95.1983	96	0.00790077
S	CP006704.1	CIRCULAR	5714524	5714707	6062703	JAANES010000002.1	887565	887739	GCA_018292285.1	Comamonas brasiliensis	84.8649	96	0.00303495
-	CP006704.1	CIRCULAR	5714708	5715173	6062703	UFXL01000001.1	5443801	5444266	GCA_900461225.1	Comamonas testosteroni	87.1795	96	0.00768634
-	CP006704.1	CIRCULAR	5715196	5719820	6062703	UFXL01000001.1	5444394	5448998	GCA_900461225.1	Comamonas testosteroni	94.2054	96	0.0762861
S	CP006704.1	CIRCULAR	5719821	5722310	6062703	JAANES010000002.1	892950	895420	GCA_018292285.1	Comamonas brasiliensis	92.5911	96	0.0410708
-	CP006704.1	CIRCULAR	5722311	5729014	6062703	UFXL01000001.1	5449184	5455903	GCA_900461225.1	Comamonas testosteroni	93.5958	96	0.110578
S	CP006704.1	CIRCULAR	5729015	5732872	6062703	JAANES010000002.1	902129	906011	GCA_018292285.1	Comamonas brasiliensis	88.6952	96	0.063635
-	CP006704.1	CIRCULAR	5732873	5742238	6062703	UFXL01000001.1	5456012	5465398	GCA_900461225.1	Comamonas testosteroni	93.1331	96	0.154486
S	CP006704.1	CIRCULAR	5742239	5745728	6062703	CP125947.1	4980713	4984213	GCA_030064165.1	Comamonas resistens	96.6714	96	0.0575651
S	CP006704.1	CIRCULAR	5745729	5747657	6062703	JBFYGN010000052.1	3487	5388	GCA_041079535.1	Comamonas guangdongensis	94.7396	96	0.0318175
S	CP006704.1	CIRCULAR	5747658	5747867	6062703	CP125947.1	549539	549746	GCA_030064165.1	Comamonas resistens	86.7925	96	0.0034638
S	CP006704.1	CIRCULAR	5747965	5751158	6062703	CP125947.1	546240	549441	GCA_030064165.1	Comamonas resistens	97.1073	96	0.0526828
-	CP006704.1	CIRCULAR	5751159	5753068	6062703	UFXL01000001.1	1677463	1679372	GCA_900461225.1	Comamonas testosteroni	99.5288	96	0.0315041
S	CP006704.1	CIRCULAR	5753069	5753598	6062703	CP125947.1	4985797	4986326	GCA_030064165.1	Comamonas resistens	93.097	96	0.00874198
S	CP006704.1	CIRCULAR	5753599	5753870	6062703	CP066783.1	4592181	4592450	GCA_019186805.1	Comamonas fluminis	91.6058	96	0.00448645
S	CP006704.1	CIRCULAR	5753871	5757127	6062703	BBVD01000033.1	3	3258	GCA_000964545.1	Comamonas thiooxydans	99.2022	96	0.0537219
S	CP006704.1	CIRCULAR	5757128	5759260	6062703	CP066783.1	4595716	4597867	GCA_019186805.1	Comamonas fluminis	95.7851	96	0.0351823
